gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000250302	4	52712527	52712824	+	4:52712394-52712527	4:52712824-52712959	0.185034831943433	0.814965168056567	297	Y	N
ENSG00000250317	4	25914422	25928215	+	4:25914194-25914422	4:25928215-25928369	1	1	13793	N	N
ENSG00000251322	22	50697715	50704738	+	22:50697564-50697715	22:50704738-50704862	1	1	7023	N	N
ENSG00000251503	1	10430568	10430804	+	1:10430102-10430568	1:10430804-10431401	0.084054834054834	0.63474025974026	236	N	N
ENSG00000254876	9	97238567	97277556	+	9:97238449-97238567	9:97277556-97277626	1	1	38989	Y	Y
ENSG00000255036	9	97238567	97277556	+	9:97238497-97238567	9:97277556-97277626	1	1	38989	Y	Y
ENSG00000255104	17	15699777	15700048	+	17:15699692-15699777	17:15700048-15700366	1	1	271	N	N
ENSG00000255152	6	31740062	31758766	+	6:31740020-31740062	6:31758766-31758875	0.666666666666667	0.666666666666667	18704	Y	N
ENSG00000256028	12	122975383	122981957	+	12:122975320-122975383	12:122981957-122982074	0.0769230769230769	0.987179487179487	6574	Y	Y
ENSG00000256053	14	103563124	103563171	+	14:103562962-103563124	14:103563171-103563383	0.972929936305732	0.10828025477707	47	Y	N
ENSG00000256100	11	63974794	63986141	+	11:63974620-63974794	11:63986141-63986514	0.694765672917635	0.255866005126713	11347	Y	N
ENSG00000256349	11	66515586	66515693	+	11:66515540-66515586	11:66515693-66515731	1	1	107	N	N
ENSG00000256500	14	103563124	103670182	+	14:103562962-103563124	14:103670182-103670283	0.324316834233027	0.675683165766973	107058	Y	N
ENSG00000257103	19	34172763	34219391	+	19:34172504-34172763	19:34219391-34219573	0.679769463968314	0.320230536031686	46628	Y	N
ENSG00000257315	1	203803016	203818570	+	1:203795714-203803016	1:203818570-203818689	0.914426523297491	0.513440860215054	15554	Y	N
ENSG00000257341	14	105487299	105490981	+	14:105487199-105487299	14:105490981-105491126	1	1	3682	Y	N
ENSG00000257379	12	53441792	53442695	+	12:53441741-53441792	12:53442695-53442733	0.625644993246872	0.374355006753128	903	N	N
ENSG00000257923	7	101816093	102274174	+	7:101815904-101816093	7:102274174-102274310	0.83232276119403	0.33535447761194	458081	Y	N
ENSG00000258311	12	55716196	55716590	+	12:55716036-55716196	12:55716590-55716717	0.885567382560907	0.195999575509289	394	N	N
ENSG00000258366	20	63658466	63662829	+	20:63657810-63658466	20:63662829-63662985	0.810937086968015	0.45360824742268	4363	N	N
ENSG00000259399	20	36574635	36578741	+	20:36574553-36574635	20:36578741-36578966	1	1	4106	N	N
ENSG00000260001	19	7916942	7916956	+	19:7916622-7916942	19:7916956-7917050	0.59375	0.40625	14	N	N
ENSG00000260170	15	45587525	45673607	+	15:45587351-45587525	15:45673607-45673801	0.98021582733813	0.079136690647482	86082	Y	Y
ENSG00000260899	16	30740707	30748206	+	16:30740667-30740707	16:30748206-30748490	0.597273289366543	0.517806075712822	7499	Y	N
ENSG00000261067	16	28975100	28975184	+	16:28974804-28975100	16:28975184-28975392	0.120374663832111	0.879625336167889	84	N	N
ENSG00000261130	16	15396207	15434395	+	16:15395754-15396207	16:15434395-15434759	0.533608550947261	0.528891449052739	38188	Y	Y
ENSG00000261408	17	75979511	76001874	+	17:75979231-75979511	17:76001874-76001951	0.956140350877193	0.263157894736842	22363	Y	N
ENSG00000261499	17	36274283	36310675	+	17:36274191-36274283	17:36310675-36310782	0.913623413623414	0.172753172753173	36392	Y	N
ENSG00000261553	13	75549862	75549976	+	13:75549773-75549862	13:75549976-75549987	0.919088319088319	0.161823361823362	114	N	N
ENSG00000261609	16	81315280	81357810	+	16:81314966-81315280	16:81357810-81357931	0.620156695156695	0.643945868945869	42530	Y	Y
ENSG00000263001	7	74658068	74744746	+	7:74657667-74658068	7:74744746-74744941	0.248793976751791	0.238195719494961	86678	Y	Y
ENSG00000264772	17	7572864	7574260	+	17:7572826-7572864	17:7574260-7574308	0.52414954489865	0.47585045510135	1396	Y	N
ENSG00000265479	7	76959949	77011880	+	7:76959835-76959949	7:77011880-77012019	0.916666666666667	0.333333333333333	51931	Y	N
ENSG00000266028	1	206203650	206404963	+	1:206203345-206203650	1:206404963-206405350	0.929521260634068	0.126399245800137	201313	Y	N
ENSG00000266472	1	150293898	150293920	+	1:150293720-150293898	1:150293920-150294449	0.350273817241279	0.649726182758721	22	N	N
ENSG00000267575	19	27793650	27793895	+	19:27793431-27793650	19:27793895-27796486	0.966666666666667	0.2	245	N	N
ENSG00000268043	1	146938982	146951348	+	1:146938744-146938982	1:146951348-146951489	0.252238159414709	0.270833333333333	12366	Y	N
ENSG00000268173	19	18153294	18173804	+	19:18153158-18153294	19:18173804-18173973	0.154821261366546	0.845178738633454	20510	Y	N
ENSG00000268614	19	7534239	7534750	+	19:7534168-7534239	19:7534750-7534902	1	1	511	Y	N
ENSG00000269307	19	17267527	17275801	+	19:17267418-17267527	19:17275801-17275825	0.897442469810891	0.250854408749146	8274	Y	N
ENSG00000269335	X	154541391	154542244	+	X:154541199-154541391	X:154542244-154542452	0.329817881845295	0.439396352267569	853	N	N
ENSG00000269955	7	139341522	139412551	+	7:139341360-139341522	7:139412551-139412580	0.184163351148099	0.815836648851901	71029	Y	N
ENSG00000270231	1	120446043	120451180	+	1:120445829-120446043	1:120451180-120451282	0.423267068980999	0.105871382676842	5137	N	N
ENSG00000270647	17	35811584	35833524	+	17:35809481-35811584	17:35833524-35833941	0.638379487036437	0.297559709489079	21940	Y	N
ENSG00000270757	2	197500439	197501074	+	2:197500413-197500439	2:197501074-197501238	0.0980854790844571	0.901914520915543	635	N	N
ENSG00000271383	1	149476107	149480142	+	1:149475338-149476107	1:149480142-149480214	0.601786138460271	0.265957446808511	4035	N	N
ENSG00000271949	1	89633322	89843638	+	1:89633140-89633322	1:89843638-89843782	0.666017098315313	0.808859274159752	210316	Y	N
ENSG00000272779	22	22303297	22308697	+	22:22303224-22303297	22:22308697-22308819	0.6	0.4	5400	Y	N
ENSG00000273003	11	65014272	65027318	+	11:65014182-65014272	11:65027318-65027636	0.851580449536836	0.148419550463164	13046	Y	Y
ENSG00000273136	1	120802695	120805297	+	1:120802613-120802695	1:120805297-120805765	0.122222222222222	0.445378151260504	2602	N	N
ENSG00000274070	7	74965098	75017598	+	7:74964705-74965098	7:75017598-75017791	0.684152011319992	0.741661613098848	52500	N	N
ENSG00000274769	2	61116070	61117357	+	2:61115787-61116070	2:61117357-61117385	0.58695652173913	0.41304347826087	1287	Y	N
ENSG00000275700	17	36949216	36953770	+	17:36948954-36949216	17:36953770-36953907	0.851142101142101	0.363649863649864	4554	Y	Y
ENSG00000275740	5	146203824	146269420	+	5:146203550-146203824	5:146269420-146269584	0.821377857879179	0.52659047931131	65596	Y	Y
ENSG00000275832	17	38428548	38453690	+	17:38428464-38428548	17:38453690-38454140	0.362788759109514	0.637211240890486	25142	Y	N
ENSG00000275993	21	6111252	6112070	+	21:6111131-6111252	21:6112070-6112239	0.154392572315856	0.845607427684144	818	N	N
ENSG00000276043	19	4909655	4910146	+	19:4909430-4909655	19:4910146-4910246	0.807957061724978	0.192042938275023	491	N	N
ENSG00000276234	17	37406949	37407224	+	17:37406886-37406949	17:37407224-37407496	0.713516866742673	0.342197035745423	275	N	N
ENSG00000276550	15	22495672	22542943	+	15:22495570-22495672	15:22542943-22543138	0.531649827239411	0.394736842105263	47271	Y	N
ENSG00000277957	17	7563791	7572284	+	17:7563287-7563791	17:7572284-7572864	0.142569132173003	0.449564966204562	8493	Y	N
ENSG00000278610	1	222815078	222823884	+	1:222815064-222815078	1:222823884-222823945	1	1	8806	Y	Y
ENSG00000280987	5	139274165	139276109	+	5:139273752-139274165	5:139276109-139276150	0.813032852694507	0.219290379628725	1944	Y	N
ENSG00000281398	5	139274165	139276121	+	5:139274102-139274165	5:139276121-139276150	0.823034797323947	0.208469267716703	1956	Y	N
ENSG00000283154	3	159764350	159764443	+	3:159764002-159764350	3:159764443-159765138	1	1	93	N	N
ENSG00000283239	8	1763941	1905571	+	8:1763888-1763941	8:1905571-1905716	0.875757575757576	0.872727272727273	141630	Y	Y
ENSG00000283761	1	99970162	100011365	+	1:99970011-99970162	1:100011365-100011533	0.891260162601626	0.652439024390244	41203	Y	N
ENSG00000283782	5	132588089	132603300	+	5:132587924-132588089	5:132603300-132603489	0.43859649122807	0.845542134023584	15211	Y	N
ENSG00000283809	22	18906484	18910888	+	22:18906238-18906484	22:18910888-18911028	1	1	4404	N	N
ENSG00000284057	11	93741728	93784628	+	11:93741664-93741728	11:93784628-93784763	0.13978367947178	0.86021632052822	42900	Y	N
ENSG00000284671	16	29084768	29087334	+	16:29084639-29084768	16:29087334-29087403	0.23810327586754	0.723699490754503	2566	N	N
ENSG00000284879	2	87455645	87719807	+	2:87455476-87455645	2:87719807-87720021	0.572351132233715	0.0931506849315069	264162	Y	Y
ENSG00000285043	16	30053499	30063729	+	16:30053090-30053499	16:30063729-30064248	0.0196854920138598	0.98031450798614	10230	Y	N
ENSG00000285053	1	235328778	235328959	+	1:235328570-235328778	1:235328959-235330602	0.413598249245152	0.190777009503845	181	N	N
ENSG00000285130	9	69035947	69248012	+	9:69035747-69035947	9:69248012-69248929	0.328854723075599	0.671145276924401	212065	Y	Y
ENSG00000285402	10	46375872	46398662	+	10:46375752-46375872	10:46398662-46398793	0.8824212873415	0.206197614442295	22790	Y	N
ENSG00000285920	15	41284110	41332156	+	15:41284007-41284110	15:41332156-41333050	0.298980870973305	0.701019129026695	48046	Y	Y
ENSG00000286001	5	218418	271411	+	5:218298-218418	5:271411-271821	0.366130363155525	0.633869636844475	52993	Y	Y
ENSG00000286129	22	22298211	22303224	+	22:22298124-22298211	22:22303224-22303297	0.80952380952381	0.457142857142857	5013	N	N
ENSG00000286165	2	189661610	189667196	+	2:189661519-189661610	2:189667196-189667596	0.81393469878253	0.311154992678843	5586	Y	Y
ENSG00000286169	5	271821	376610	+	5:271670-271821	5:376610-376716	0.930952380952381	0.204761904761905	104789	Y	Y
ENSG00000286185	1	149390922	149455318	+	1:149390623-149390922	1:149455318-149455577	0.350657108721625	0.841156916633948	64396	Y	N
ENSG00000286219	1	149390922	149455318	+	1:149390614-149390922	1:149455318-149455577	1	1	64396	Y	N
ENSG00000286235	20	5951077	5984781	+	20:5950949-5951077	20:5984781-5985000	0.839133702261392	0.385960237753638	33704	Y	N
ENSG00000286264	11	64242213	64243199	+	11:64241144-64242213	11:64243199-64243311	0.491426971141732	0.867464529054117	986	N	N
ENSG00000001630	7	92134477	92134666	-	7:92134666-92134803	7:92134173-92134477	0.227824587072434	0.772175412927567	189	N	N
ENSG00000001631	7	92214777	92245427	-	7:92245427-92246166	7:92214611-92214777	0.821917808219178	0.712328767123288	30650	Y	N
ENSG00000002822	7	2215999	2232872	-	7:2232872-2233243	7:2215885-2215999	0.702258450037778	0.569230769230769	16873	Y	N
ENSG00000003249	16	90019456	90019728	-	16:90019728-90020128	16:90019311-90019456	0.521739130434783	0.91304347826087	272	N	N
ENSG00000004399	3	129560434	129605329	-	3:129605329-129606818	3:129560330-129560434	0.208561082711858	0.791438917288142	44895	Y	Y
ENSG00000004975	17	7234061	7234069	-	17:7234069-7234517	17:7233936-7234061	0.792406965222088	0.207593034777912	8	N	N
ENSG00000005339	16	3731937	3879832	-	16:3879832-3880713	16:3731776-3731937	0.706797243833159	0.501610190696255	147895	Y	Y
ENSG00000005810	13	77225554	77326474	-	13:77326474-77327094	13:77225435-77225554	0.783838180161611	0.522762916162567	100920	Y	Y
ENSG00000006715	7	38898129	38909154	-	7:38909154-38909191	7:38898091-38898129	0.651982224878259	0.348017775121741	11025	Y	Y
ENSG00000007392	16	190595	227242	-	16:227242-229463	16:190541-190595	0.952160493827161	0.191358024691358	36647	Y	Y
ENSG00000008128	1	1722832	1723800	-	1:1723800-1724357	1:1722466-1722832	0.149686095110206	0.350877192982456	968	N	N
ENSG00000008283	17	63446184	63446245	-	17:63446245-63446354	17:63445898-63446184	0.686140362731005	0.313859637268995	61	N	N
ENSG00000008294	17	51005263	51120354	-	17:51120354-51120868	17:51005212-51005263	0.92948717948718	0.423076923076923	115091	Y	Y
ENSG00000008710	16	2118462	2119307	-	16:2119307-2119378	16:2117791-2118462	0.586937452326468	0.321428571428571	845	N	N
ENSG00000008869	2	37060733	37084269	-	2:37084269-37084372	2:37060581-37060733	0.709120614926182	0.469202898550725	23536	Y	N
ENSG00000009954	7	73450994	73521827	-	7:73521827-73522293	7:73450847-73450994	0.770534013486022	0.28035872379415	70833	Y	Y
ENSG00000010810	6	111759925	111872968	-	6:111872968-111873452	6:111759845-111759925	0.84506283113765	0.0838691460140973	113043	Y	Y
ENSG00000011114	14	93296158	93332820	-	14:93332820-93333092	14:93295970-93296158	0.479837947205204	0.773367180999924	36662	Y	N
ENSG00000011258	17	51260049	51260120	-	17:51260120-51260163	17:51259835-51260049	0.897406559877956	0.301678108314264	71	N	N
ENSG00000012211	X	49177202	49186256	-	X:49186256-49186528	X:49176903-49177202	0.675675675675676	0.648648648648649	9054	N	N
ENSG00000012983	14	50438011	50532400	-	14:50532400-50532655	14:50437894-50438011	0.603034420289855	0.674365942028986	94389	Y	N
ENSG00000013441	2	200864561	200864564	-	2:200864564-200864744	2:200864101-200864561	0.667978180516973	0.332021819483027	3	N	N
ENSG00000013563	X	154409278	154411891	-	X:154411891-154412112	X:154408558-154409278	0.625	0.75	2613	Y	N
ENSG00000015133	14	91303978	91417631	-	14:91417631-91417844	14:91303701-91303978	0.917989417989418	0.492063492063492	113653	Y	Y
ENSG00000015676	7	44404583	44490409	-	7:44490409-44490658	7:44404440-44404583	0.941228070175439	0.352631578947368	85826	Y	Y
ENSG00000017483	X	48468388	48469335	-	X:48469335-48470177	X:48468241-48468388	0.454027027022582	0.545972972977418	947	N	N
ENSG00000021762	11	3126644	3165216	-	11:3165216-3165352	11:3126473-3126644	1	1	38572	Y	N
ENSG00000023191	11	506821	507113	-	11:507113-507300	11:506609-506821	0.46148760059392	0.538512399406081	292	N	N
ENSG00000027869	1	156814111	156816675	-	1:156816675-156816862	1:156813848-156814111	0.172395666867202	0.827604333132798	2564	N	N
ENSG00000028310	5	891550	892606	-	5:892606-892801	5:891155-891550	0.406849972908185	0.593150027091815	1056	Y	N
ENSG00000031003	5	138019146	138032782	-	5:138032782-138033086	5:138018955-138019146	0.91593567251462	0.504385964912281	13636	Y	N
ENSG00000031823	19	5957973	5978061	-	19:5978061-5978142	19:5957907-5957973	0.707487667371388	0.497815362931642	20088	Y	N
ENSG00000033050	7	151227035	151227163	-	7:151227163-151227205	7:151226738-151227035	0.951888463587601	0.0580383911668396	128	Y	N
ENSG00000034677	8	100303401	100309867	-	8:100309867-100310148	8:100303160-100303401	0.974178403755869	0.154929577464789	6466	Y	N
ENSG00000035681	8	58659534	58659573	-	8:58659573-58659853	8:58659195-58659534	0.918105971896956	0.196574941451991	39	N	N
ENSG00000036549	1	77682675	77683262	-	1:77683262-77683419	1:77682585-77682675	0.910984966662606	0.0890150333373938	587	Y	N
ENSG00000038219	4	13611100	13627345	-	4:13627345-13627725	4:13610934-13611100	0.35182172394906	0.284490827879558	16245	Y	N
ENSG00000039650	19	49860514	49867469	-	19:49867469-49867588	19:49860242-49860514	0.9625	0.15	6955	Y	N
ENSG00000040341	8	73746903	73747387	-	8:73747387-73747708	8:73746783-73746903	0.403423423423423	0.798288288288288	484	N	N
ENSG00000040633	17	7237794	7239246	-	17:7239246-7239457	17:7237629-7237794	0.837286846964266	0.50607146736179	1452	N	N
ENSG00000042286	10	70124102	70132734	-	10:70132734-70132934	10:70123907-70124102	0.864754098360656	0.811475409836066	8632	Y	Y
ENSG00000042493	2	85413974	85413977	-	2:85413977-85414074	2:85413833-85413974	0.460094505074491	0.39042986500849	3	N	N
ENSG00000044090	6	43051468	43053622	-	6:43053622-43053945	6:43050968-43051468	0.884408602150538	0.693548387096774	2154	N	N
ENSG00000047365	4	36151044	36244179	-	4:36244179-36244514	4:36150900-36151044	0.735294117647059	0.529411764705882	93135	Y	N
ENSG00000047410	1	186375325	186375559	-	1:186375559-186375693	1:186374878-186375325	0.0307134871690589	0.113439278420455	234	N	N
ENSG00000047621	12	4525583	4538409	-	12:4538409-4538508	12:4525484-4525583	0.604479726774207	0.582734885097939	12826	Y	N
ENSG00000048649	11	77703533	77820528	-	11:77820528-77821017	11:77700721-77703533	0.478489436728953	0.641345274014849	116995	Y	N
ENSG00000049656	5	1326436	1344680	-	5:1344680-1345099	5:1326261-1326436	0.828555820230186	0.0566978783631253	18244	Y	Y
ENSG00000050405	12	50222705	50283420	-	12:50283420-50283546	12:50222021-50222705	0.154348441876547	0.845651558123453	60715	Y	N
ENSG00000050748	5	180287067	180291848	-	5:180291848-180292099	5:180286975-180287067	0.596905571082268	0.533529211526428	4781	N	N
ENSG00000050820	16	75251624	75265825	-	16:75265825-75266007	16:75251471-75251624	0.603045702748589	0.396954297251411	14201	Y	N
ENSG00000051341	3	121512029	121545715	-	3:121545715-121545988	3:121511887-121512029	0.821604623491416	0.462264150943396	33686	Y	N
ENSG00000054267	1	235224775	235327769	-	1:235327769-235328219	1:235224703-235224775	0.306464510764559	0.236368893350715	102994	Y	N
ENSG00000055147	5	154011320	154038293	-	5:154038293-154038936	5:154011241-154011320	0.33925001119966	0.66074998880034	26973	Y	N
ENSG00000055332	2	37122664	37148857	-	2:37148857-37149257	2:37122506-37122664	0.911016949152542	0.844632768361582	26193	Y	N
ENSG00000055483	17	78840713	78840736	-	17:78840736-78840887	17:78840342-78840713	0.687983882720815	0.198272041449801	23	N	N
ENSG00000055609	7	152194261	152435626	-	7:152435626-152436005	7:152194229-152194261	0.93348623853211	0.26605504587156	241365	Y	N
ENSG00000056097	5	32420103	32444622	-	5:32444622-32444740	5:32419820-32420103	0.384989478656743	0.615010521343257	24519	Y	Y
ENSG00000057019	3	98817893	98901122	-	3:98901122-98901695	3:98817769-98817893	0.612036302662536	0.463905395163249	83229	Y	N
ENSG00000059691	4	151758922	151760807	-	4:151760807-151761007	4:151758772-151758922	0.188162484800238	0.811837515199762	1885	N	N
ENSG00000059758	12	96334865	96399986	-	12:96399986-96400480	12:96334719-96334865	0.473809523809524	0.921428571428571	65121	Y	N
ENSG00000060138	12	10718121	10722850	-	12:10722850-10723323	12:10717808-10718121	0.919678714859438	0.481927710843373	4729	Y	N
ENSG00000062485	12	56300023	56300160	-	12:56300160-56300391	12:56299828-56300023	0.981374861265261	0.518625138734739	137	N	N
ENSG00000062582	7	43869517	43869524	-	7:43869524-43869893	7:43869308-43869517	0.0923491950146721	0.907650804985328	7	N	N
ENSG00000064607	19	19033559	19033762	-	19:19033762-19034023	19:19033437-19033559	1	0.592203548085901	203	N	N
ENSG00000064932	19	1169146	1174172	-	19:1174172-1174268	19:1168694-1169146	0.404735420308279	0.688246984205457	5026	Y	N
ENSG00000065457	16	75622783	75622792	-	16:75622792-75623300	16:75622403-75622783	0.226851851851852	0.824074074074074	9	N	N
ENSG00000065717	19	3017859	3028881	-	19:3028881-3029280	19:3017840-3017859	0.833333333333333	0.5	11022	Y	Y
ENSG00000065809	10	14530515	14604240	-	10:14604240-14604418	10:14530332-14530515	0.516298231004113	0.831505034446211	73725	Y	N
ENSG00000066322	1	43367738	43367915	-	1:43367915-43368074	1:43367486-43367738	0.847201541834135	0.176302731670139	177	N	N
ENSG00000066427	14	92096838	92106529	-	14:92106529-92106621	14:92096277-92096838	0.8359375	0.65625	9691	Y	N
ENSG00000066933	15	71978292	72117680	-	15:72117680-72118150	15:71978171-71978292	0.755254515599343	0.482758620689655	139388	Y	N
ENSG00000067177	X	72705245	72713803	-	X:72713803-72714319	X:72705198-72705245	0.826010101010101	0.377777777777778	8558	Y	N
ENSG00000067182	12	6330295	6341776	-	12:6341776-6342114	12:6330267-6330295	0.94392523364486	0.224299065420561	11481	Y	N
ENSG00000067900	18	21049229	21110818	-	18:21110818-21111813	18:21049092-21049229	0.522730168205819	0.521280164501666	61589	Y	Y
ENSG00000068024	2	239400949	239400978	-	2:239400978-239401011	2:239400377-239400949	0.665972222222222	0.469444444444444	29	N	N
ENSG00000068028	3	50338023	50340556	-	3:50340556-50340980	3:50336377-50338023	1	1	2533	Y	N
ENSG00000068394	X	49115795	49123547	-	X:49123547-49123735	X:49115726-49115795	0.332306716006453	0.667693283993547	7752	N	N
ENSG00000068784	2	45605441	45611219	-	2:45611219-45611435	2:45605362-45605441	0.139411691387262	0.657048485603889	5778	N	N
ENSG00000068878	2	53926023	53970543	-	2:53970543-53970993	2:53925959-53926023	0.622246281094496	0.649037985765664	44520	Y	N
ENSG00000069974	15	55270394	55318931	-	15:55318931-55319113	15:55269794-55270394	1	1	48537	Y	Y
ENSG00000070087	3	149968905	149970619	-	3:149970619-149971223	3:149968118-149968905	0.540219625662664	0.786892783728227	1714	Y	N
ENSG00000070366	17	2244719	2303633	-	17:2303633-2303785	17:2244658-2244719	1	1	58914	Y	N
ENSG00000070367	14	57233883	57268622	-	14:57268622-57268905	14:57233743-57233883	0.480648061400534	0.519351938599466	34739	Y	N
ENSG00000070778	14	88550622	88554651	-	14:88554651-88555007	14:88550238-88550622	1	1	4029	Y	N
ENSG00000070961	12	89708831	89709219	-	12:89709219-89709300	12:89708596-89708831	0.130827806435765	0.319007028378682	388	N	N
ENSG00000071189	7	17821697	17940284	-	7:17940284-17940501	7:17821509-17821697	0.852189781021898	0.591240875912409	118587	Y	Y
ENSG00000071564	19	1624000	1652300	-	19:1652300-1652615	19:1623951-1624000	0.881578947368421	0.710526315789474	28300	Y	Y
ENSG00000071894	8	144409288	144409289	-	8:144409289-144409335	8:144409015-144409288	0.364264830023262	0.635735169976738	1	N	N
ENSG00000072274	3	196077122	196081831	-	3:196081831-196082096	3:196077064-196077122	0.435762889309509	0.564237110690491	4709	Y	N
ENSG00000072310	17	17823618	17836727	-	17:17836727-17837011	17:17823518-17823618	0.786991697147665	0.213008302852335	13109	Y	N
ENSG00000072506	X	53433886	53434178	-	X:53434178-53434370	X:53433722-53433886	0.179995904362475	0.820004095637525	292	N	N
ENSG00000072609	12	132887623	132956243	-	12:132956243-132956304	12:132887547-132887623	0.441763516815496	0.22931434833474	68620	Y	Y
ENSG00000072786	5	172064812	172187887	-	5:172187887-172188224	5:172064365-172064812	0.93389199255121	0.396648044692737	123075	Y	N
ENSG00000072803	5	171914405	172006458	-	5:172006458-172006873	5:171914343-171914405	0.824423237793334	0.427849689605072	92053	Y	Y
ENSG00000073614	12	311214	388927	-	12:388927-389320	12:310885-311214	0.909090909090909	0.545454545454545	77713	Y	N
ENSG00000073792	3	185821131	185824783	-	3:185824783-185825056	3:185821012-185821131	0.973809523809524	0.157142857142857	3652	N	N
ENSG00000073921	11	86069097	86069720	-	11:86069720-86069882	11:86068651-86069097	0.0760233918128655	0.961988304093567	623	Y	N
ENSG00000074054	2	121401672	121649372	-	2:121649372-121649587	2:121401509-121401672	0.671276763983023	0.328723236016977	247700	Y	Y
ENSG00000074219	19	49360438	49362329	-	19:49362329-49362457	19:49359844-49360438	1	1	1891	N	N
ENSG00000074755	17	4114470	4142542	-	17:4142542-4143030	17:4114299-4114470	0.822863247863248	0.525213675213675	28072	Y	N
ENSG00000075151	1	21176358	21176722	-	1:21176722-21176888	1:21175114-21176358	0.125435980709046	0.554414451001307	364	Y	N
ENSG00000075711	3	197298115	197298418	-	3:197298418-197298631	3:197297186-197298115	0.61078125	0.812291666666667	303	N	N
ENSG00000076108	12	56630308	56636182	-	12:56636182-56636379	12:56629973-56630308	0.173469387755102	0.956632653061224	5874	Y	N
ENSG00000076554	8	80171200	80171425	-	8:80171425-80171659	8:80171021-80171200	0.970687372466165	0.049853325243109	225	N	N
ENSG00000076685	10	103181320	103193236	-	10:103193236-103193306	10:103181185-103181320	0.131652411813947	0.232608522390925	11916	Y	N
ENSG00000076770	X	132489015	132489814	-	X:132489814-132489968	X:132488851-132489015	0.464467040557876	0.320715692831742	799	N	N
ENSG00000076864	1	21622568	21651392	-	1:21651392-21651903	1:21622339-21622568	0.905172413793103	0.379310344827586	28824	Y	Y
ENSG00000077254	1	77697931	77759643	-	1:77759643-77759852	1:77697609-77697931	0.870860927152318	0.516556291390728	61712	Y	N
ENSG00000078369	1	1839238	1890820	-	1:1890820-1891117	1:1839190-1839238	0.562891140444272	0.437108859555728	51582	Y	N
ENSG00000079134	18	265536	267966	-	18:267966-268050	18:265534-265536	0.9390589569161	0.149659863945578	2430	N	N
ENSG00000079277	1	46604294	46616711	-	1:46616711-46616843	1:46604165-46604294	0.39743968227116	0.60256031772884	12417	Y	N
ENSG00000079308	2	218002995	218010100	-	2:218010100-218010421	2:218002840-218002995	0.594331190600683	0.550668809399317	7105	Y	N
ENSG00000079313	19	1828631	1848202	-	19:1848202-1848483	19:1826878-1828631	0.815126050420168	0.739495798319328	19571	Y	Y
ENSG00000079332	10	70157867	70170413	-	10:70170413-70170523	10:70157675-70157867	0.798880073040872	0.402239853918256	12546	Y	N
ENSG00000079387	12	48105834	48106028	-	12:48106028-48106079	12:48105402-48105834	0.432378696525983	0.567621303474017	194	N	N
ENSG00000079999	19	10502896	10503241	-	19:10503241-10503558	19:10502697-10502896	0.619723188654996	0.212570183863442	345	N	N
ENSG00000080189	20	46364361	46364371	-	20:46364371-46364458	20:46364040-46364361	0.544463415107292	0.455536584892708	10	N	N
ENSG00000080546	6	109009555	109093795	-	6:109093795-109094819	6:109009359-109009555	1	1	84240	Y	N
ENSG00000080608	9	2838517	2844045	-	9:2844045-2844095	9:2838426-2838517	0.165090174855002	0.834909825144998	5528	N	Y
ENSG00000080824	14	102087191	102139250	-	14:102139250-102139699	14:102086986-102087191	0.0121120821745698	0.807835766586838	52059	Y	Y
ENSG00000080839	20	37089122	37095773	-	20:37095773-37095997	20:37088989-37089122	1	1	6651	Y	Y
ENSG00000081019	1	113798036	113811710	-	1:113811710-113812476	1:113797363-113798036	1	1	13674	Y	N
ENSG00000083093	16	23638129	23641110	-	16:23641110-23641310	16:23638070-23638129	1	1	2981	Y	Y
ENSG00000083520	13	72772839	72781605	-	13:72781605-72782096	13:72772693-72772839	0.75536858974359	0.465384615384615	8766	Y	N
ENSG00000083720	5	41762200	41870281	-	5:41870281-41870425	5:41762111-41762200	0.679682596079825	0.416471250074021	108081	Y	N
ENSG00000083857	4	186723856	186726354	-	4:186726354-186726722	4:186723664-186723856	0.976760540346057	0.0542145029928368	2498	Y	N
ENSG00000084754	2	26212626	26244525	-	2:26244525-26244672	2:26211937-26212626	0.962649753347428	0.224101479915433	31899	Y	Y
ENSG00000085063	11	33731468	33736382	-	11:33736382-33736491	11:33731424-33731468	0.946432727660059	0.107134544679882	4914	N	N
ENSG00000085224	X	77636056	77785845	-	X:77785845-77786233	X:77635915-77636056	0.43386415177079	0.22494769664636	149789	Y	Y
ENSG00000085231	5	69369520	69369657	-	5:69369657-69370013	5:69369463-69369520	0.127025042268497	0.872974957731503	137	N	N
ENSG00000086475	10	13345460	13348000	-	10:13348000-13348298	10:13344758-13345460	0.121156764454725	0.852917999579056	2540	Y	N
ENSG00000086758	X	53684169	53686588	-	X:53686588-53686728	X:53683874-53684169	0.289647395182058	0.710352604817942	2419	Y	Y
ENSG00000086848	11	111814721	111871352	-	11:111871352-111871581	11:111814601-111814721	0.180577893499731	0.870497375317473	56631	Y	N
ENSG00000087053	11	95923868	95923875	-	11:95923875-95924295	11:95923692-95923868	0.684478393875137	0.430507136073148	7	N	N
ENSG00000087206	5	177006779	177022464	-	5:177022464-177022633	5:177006650-177006779	0.203703703703704	0.660636645962733	15685	Y	N
ENSG00000087502	12	29371670	29380575	-	12:29380575-29381189	12:29371528-29371670	0.682060851085886	0.76737676877624	8905	Y	N
